filename,day,month,year,hour,date,url,stru
N15/AM98/20210216_184230.WAV,16,2,21,18:42:30,2/16/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37384121,rec_am
N15/AM98/20210208_184230.WAV,8,2,21,18:42:30,2/8/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37374601,rec_am
N15/AM99/20210203_044320.WAV,3,2,21,04:43:20,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553894,rec_am
N15/AM99/20210203_044500.WAV,3,2,21,04:45:00,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553901,rec_am
N15/AM99/20210122_035410.WAV,22,1,21,03:54:10,1/22/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37538056,rec_am
N15/AM99/20210203_044615.WAV,3,2,21,04:46:15,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553904,rec_am
N15/AM99/20210203_044410.WAV,3,2,21,04:44:10,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553898,rec_am
N15/AM99/20210203_044435.WAV,3,2,21,04:44:35,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553900,rec_am
N15/AM99/20210203_044525.WAV,3,2,21,04:45:25,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553902,rec_am
N15/AM99/20210203_044205.WAV,3,2,21,04:42:05,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553890,rec_am
N15/AM99/20210203_044255.WAV,3,2,21,04:42:55,2/3/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37553893,rec_am
N15/AM99/20210228_024705.WAV,28,2,21,02:47:05,2/28/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37570954,rec_am
N15/AM99/20210228_024845.WAV,28,2,21,02:48:45,2/28/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37570961,rec_am
N15/AM99/20210122_034640.WAV,22,1,21,03:46:40,1/22/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37537965,rec_am
N15/AM99/20210122_034615.WAV,22,1,21,03:46:15,1/22/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/37537962,rec_am
N35/AM100/20210209_204255.WAV,9,2,21,20:42:55,2/9/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38138685,rec_am
N35/AM100/20210209_200935.WAV,9,2,21,20:09:35,2/9/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38138262,rec_am
N35/AM100/20210208_180550.WAV,8,2,21,18:05:50,2/8/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38134998,rec_am
N35/AM101/20210120_020115.WAV,20,1,21,02:01:15,1/20/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38219540,rec_am
N36/AM102/20210217_183025.WAV,17,2,21,18:30:25,2/17/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38392367,rec_am
N36/AM102/20210130_181230.WAV,30,1,21,18:12:30,1/30/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38351218,rec_am
N36/AM102/20210129_180230.WAV,29,1,21,18:02:30,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349790,rec_am
N36/AM102/20210129_180255.WAV,29,1,21,18:02:55,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349792,rec_am
N36/AM102/20210129_180320.WAV,29,1,21,18:03:20,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349793,rec_am
N36/AM102/20210129_180345.WAV,29,1,21,18:03:45,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349798,rec_am
N36/AM102/20210129_180410.WAV,29,1,21,18:04:10,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349805,rec_am
N36/AM102/20210129_180435.WAV,29,1,21,18:04:35,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349818,rec_am
N36/AM102/20210129_180500.WAV,29,1,21,18:05:00,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349829,rec_am
N36/AM102/20210129_180525.WAV,29,1,21,18:05:25,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349831,rec_am
N36/AM102/20210129_180550.WAV,29,1,21,18:05:50,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349832,rec_am
N36/AM102/20210129_180615.WAV,29,1,21,18:06:15,1/29/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38349834,rec_am
A02/AM24/20210131_191410.WAV,31,1,21,19:14:10,1/31/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38558648,am_am
A02/AM24/20210127_183525.WAV,27,1,21,18:35:25,1/27/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38530604,am_am
A02/AM25/20210108_031615.WAV,8,1,21,03:16:15,1/8/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38482380,am_am
A04/AM20/20201229_191230.WAV,29,12,20,19:12:30,12/29/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38727637,am_am
A04/AM20/20210105_191820.WAV,5,1,21,19:18:20,1/5/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38734730,am_am
A04/AM20/20201215_180500.WAV,15,12,20,18:05:00,12/15/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705750,am_am
A04/AM20/20210113_184435.WAV,13,1,21,18:44:35,1/13/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38747565,am_am
A04/AM20/20210105_191845.WAV,5,1,21,19:18:45,1/5/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38734731,am_am
A04/AM20/20210116_181755.WAV,16,1,21,18:17:55,1/16/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38753182,am_am
A04/AM20/20201214_194320.WAV,14,12,20,19:43:20,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705329,am_am
A04/AM20/20201213_201255.WAV,13,12,20,20:12:55,12/13/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704649,am_am
A04/AM20/20210116_201345.WAV,16,1,21,20:13:45,1/16/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38754593,am_am
A04/AM20/20201214_194550.WAV,14,12,20,19:45:50,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705343,am_am
A04/AM20/20201225_183345.WAV,25,12,20,18:33:45,12/25/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38724185,am_am
A04/AM20/20201222_200820.WAV,22,12,20,20:08:20,12/22/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38719844,am_am
A04/AM20/20201214_183140.WAV,14,12,20,18:31:40,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705003,am_am
A04/AM20/20201229_193320.WAV,29,12,20,19:33:20,12/29/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38727749,am_am
A04/AM20/20201214_185755.WAV,14,12,20,18:57:55,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705113,am_am
A04/AM20/20201210_190550.WAV,10,12,20,19:05:50,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702086,am_am
A04/AM20/20201213_201205.WAV,13,12,20,20:12:05,12/13/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704644,am_am
A04/AM20/20210116_191755.WAV,16,1,21,19:17:55,1/16/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38753820,am_am
A04/AM20/20210116_203500.WAV,16,1,21,20:35:00,1/16/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38754789,am_am
A04/AM20/20201229_193255.WAV,29,12,20,19:32:55,12/29/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38727747,am_am
A04/AM20/20201213_201755.WAV,13,12,20,20:17:55,12/13/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704672,am_am
A04/AM20/20201210_192435.WAV,10,12,20,19:24:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702160,am_am
A04/AM20/20201229_201140.WAV,29,12,20,20:11:40,12/29/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38728971,am_am
A04/AM20/20210126_190140.WAV,26,1,21,19:01:40,1/26/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38771717,am_am
A04/AM20/20201212_190230.WAV,12,12,20,19:02:30,12/12/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38703599,am_am
A04/AM20/20210101_193755.WAV,1,1,21,19:37:55,1/1/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38728540,am_am
A04/AM20/20201210_192140.WAV,10,12,20,19:21:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702147,am_am
A04/AM20/20210128_200345.WAV,28,1,21,20:03:45,1/28/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38778391,am_am
A04/AM20/20201214_183935.WAV,14,12,20,18:39:35,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705038,am_am
A04/AM20/20201214_183820.WAV,14,12,20,18:38:20,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705033,am_am
A04/AM20/20201214_185615.WAV,14,12,20,18:56:15,12/14/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38705106,am_am
A04/AM20/20201213_201230.WAV,13,12,20,20:12:30,12/13/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704646,am_am
A04/AM20/20210117_202345.WAV,17,1,21,20:23:45,1/17/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38757241,am_am
A04/AM20/20210113_184345.WAV,13,1,21,18:43:45,1/13/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38747559,am_am
A04/AM20/20201211_191935.WAV,11,12,20,19:19:35,12/11/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702909,am_am
A04/AM20/20210113_184255.WAV,13,1,21,18:42:55,1/13/21,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38747555,am_am
A04/AM20/20201231_201820.WAV,31,12,20,20:18:20,12/31/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38730800,am_am
A04/AM20/20201231_201910.WAV,31,12,20,20:19:10,12/31/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38730809,am_am
A04/AM21/20201210_040000.WAV,10,12,20,04:00:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702523,am_am
A04/AM21/20201210_040025.WAV,10,12,20,04:00:25,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702526,am_am
A04/AM21/20201210_040050.WAV,10,12,20,04:00:50,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702533,am_am
A04/AM21/20201210_040115.WAV,10,12,20,04:01:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702534,am_am
A04/AM21/20201210_040140.WAV,10,12,20,04:01:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702540,am_am
A04/AM21/20201210_040205.WAV,10,12,20,04:02:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702545,am_am
A04/AM21/20201210_040230.WAV,10,12,20,04:02:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702548,am_am
A04/AM21/20201210_040255.WAV,10,12,20,04:02:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702554,am_am
A04/AM21/20201210_040320.WAV,10,12,20,04:03:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702557,am_am
A04/AM21/20201210_040345.WAV,10,12,20,04:03:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702561,am_am
A04/AM21/20201210_040410.WAV,10,12,20,04:04:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702563,am_am
A04/AM21/20201210_040435.WAV,10,12,20,04:04:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702570,am_am
A04/AM21/20201210_040500.WAV,10,12,20,04:05:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702574,am_am
A04/AM21/20201210_040550.WAV,10,12,20,04:05:50,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702583,am_am
A04/AM21/20201210_040615.WAV,10,12,20,04:06:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702585,am_am
A04/AM21/20201210_040640.WAV,10,12,20,04:06:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702591,am_am
A04/AM21/20201210_040705.WAV,10,12,20,04:07:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702596,am_am
A04/AM21/20201210_040730.WAV,10,12,20,04:07:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702600,am_am
A04/AM21/20201210_040755.WAV,10,12,20,04:07:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702605,am_am
A04/AM21/20201210_040820.WAV,10,12,20,04:08:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702607,am_am
A04/AM21/20201210_040845.WAV,10,12,20,04:08:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702612,am_am
A04/AM21/20201210_040910.WAV,10,12,20,04:09:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702615,am_am
A04/AM21/20201210_040935.WAV,10,12,20,04:09:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702618,am_am
A04/AM21/20201210_041000.WAV,10,12,20,04:10:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702623,am_am
A04/AM21/20201210_041025.WAV,10,12,20,04:10:25,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702628,am_am
A04/AM21/20201210_041050.WAV,10,12,20,04:10:50,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702633,am_am
A04/AM21/20201210_041115.WAV,10,12,20,04:11:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702637,am_am
A04/AM21/20201210_041140.WAV,10,12,20,04:11:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702644,am_am
A04/AM21/20201210_041205.WAV,10,12,20,04:12:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702647,am_am
A04/AM21/20201210_041230.WAV,10,12,20,04:12:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702653,am_am
A04/AM21/20201210_041255.WAV,10,12,20,04:12:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702658,am_am
A04/AM21/20201210_041320.WAV,10,12,20,04:13:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702664,am_am
A04/AM21/20201210_041345.WAV,10,12,20,04:13:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702667,am_am
A04/AM21/20201210_041435.WAV,10,12,20,04:14:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702677,am_am
A04/AM21/20201210_041500.WAV,10,12,20,04:15:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702682,am_am
A04/AM21/20201210_041615.WAV,10,12,20,04:16:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702693,am_am
A04/AM21/20201210_041640.WAV,10,12,20,04:16:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702698,am_am
A04/AM21/20201210_041705.WAV,10,12,20,04:17:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702701,am_am
A04/AM21/20201210_041730.WAV,10,12,20,04:17:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702706,am_am
A04/AM21/20201210_041755.WAV,10,12,20,04:17:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702711,am_am
A04/AM21/20201210_041820.WAV,10,12,20,04:18:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702714,am_am
A04/AM21/20201210_041845.WAV,10,12,20,04:18:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702717,am_am
A04/AM21/20201210_041910.WAV,10,12,20,04:19:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702722,am_am
A04/AM21/20201210_041935.WAV,10,12,20,04:19:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702726,am_am
A04/AM21/20201210_042000.WAV,10,12,20,04:20:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702729,am_am
A04/AM21/20201210_042025.WAV,10,12,20,04:20:25,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702732,am_am
A04/AM21/20201210_042115.WAV,10,12,20,04:21:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702741,am_am
A04/AM21/20201210_042410.WAV,10,12,20,04:24:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702773,am_am
A04/AM21/20201210_042435.WAV,10,12,20,04:24:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702779,am_am
A04/AM21/20201210_042525.WAV,10,12,20,04:25:25,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702786,am_am
A04/AM21/20201210_042550.WAV,10,12,20,04:25:50,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702790,am_am
A04/AM21/20201210_042615.WAV,10,12,20,04:26:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702794,am_am
A04/AM21/20201210_042640.WAV,10,12,20,04:26:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702798,am_am
A04/AM21/20201210_042705.WAV,10,12,20,04:27:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702804,am_am
A04/AM21/20201210_042730.WAV,10,12,20,04:27:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702809,am_am
A04/AM21/20201210_042755.WAV,10,12,20,04:27:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702812,am_am
A04/AM21/20201210_042820.WAV,10,12,20,04:28:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702817,am_am
A04/AM21/20201210_042845.WAV,10,12,20,04:28:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702822,am_am
A04/AM21/20201210_042910.WAV,10,12,20,04:29:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702825,am_am
A04/AM21/20201210_043205.WAV,10,12,20,04:32:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702852,am_am
A04/AM21/20201210_043230.WAV,10,12,20,04:32:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702858,am_am
A04/AM21/20201210_043320.WAV,10,12,20,04:33:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702866,am_am
A04/AM21/20201210_043345.WAV,10,12,20,04:33:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702868,am_am
A04/AM21/20201210_043935.WAV,10,12,20,04:39:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702935,am_am
A04/AM21/20201210_044115.WAV,10,12,20,04:41:15,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702951,am_am
A04/AM21/20201210_044410.WAV,10,12,20,04:44:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702982,am_am
A04/AM21/20201210_044730.WAV,10,12,20,04:47:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38703018,am_am
A04/AM21/20201210_045500.WAV,10,12,20,04:55:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38703172,am_am
A04/AM21/20201211_040320.WAV,11,12,20,04:03:20,12/11/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704409,am_am
A04/AM21/20201211_041755.WAV,11,12,20,04:17:55,12/11/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704675,am_am
A04/AM21/20201211_042115.WAV,11,12,20,04:21:15,12/11/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38704708,am_am
A04/AM21/20201210_042500.WAV,10,12,20,04:25:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702783,am_am
A04/AM21/20201210_043730.WAV,10,12,20,04:37:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702910,am_am
A04/AM21/20201210_043755.WAV,10,12,20,04:37:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702916,am_am
A04/AM21/20201210_043820.WAV,10,12,20,04:38:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702923,am_am
A04/AM21/20201210_043910.WAV,10,12,20,04:39:10,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702931,am_am
A04/AM21/20201210_044000.WAV,10,12,20,04:40:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702939,am_am
A04/AM21/20201210_044140.WAV,10,12,20,04:41:40,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702956,am_am
A04/AM21/20201210_044205.WAV,10,12,20,04:42:05,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702958,am_am
A04/AM21/20201210_044230.WAV,10,12,20,04:42:30,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702963,am_am
A04/AM21/20201210_044255.WAV,10,12,20,04:42:55,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702969,am_am
A04/AM21/20201210_044320.WAV,10,12,20,04:43:20,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702974,am_am
A04/AM21/20201210_044345.WAV,10,12,20,04:43:45,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702979,am_am
A04/AM21/20201210_044435.WAV,10,12,20,04:44:35,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702986,am_am
A04/AM21/20201210_044500.WAV,10,12,20,04:45:00,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702992,am_am
A04/AM21/20201210_044525.WAV,10,12,20,04:45:25,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38702997,am_am
A04/AM21/20201210_044550.WAV,10,12,20,04:45:50,12/10/20,https://arbimon.rfcx.org/api/project/1485-juliana-project/recordings/download/38703002,am_am
